"job_id","original_filename","preferences","s3_keys","status","upload_timestamp"
"186ec5be16be4ce4a7f1a43745c9ffee","Lavde_na_bhojyam_Modi_ji_meme_template_240p.mp4","{""aggressive_editing"":{""BOOL"":false},""language"":{""S"":""auto""}}","{""script"":{""NULL"":true},""video"":{""S"":""user_uploads/20260203/230824_tmpe2915xqf.mp4""}}","uploaded","2026-02-03T17:38:24Z"
"51d929724c73452f97bae6a60dbddb8f","Lavde_na_bhojyam_Modi_ji_meme_template_240p.mp4","{""aggressive_editing"":{""BOOL"":false},""language"":{""S"":""auto""}}","{""script"":{""NULL"":true},""video"":{""S"":""user_uploads/20260203/231347_tmpb_6m6bht.mp4""}}","uploaded","2026-02-03T17:43:47Z"
"82e5c27bb748480fa00aa1652b1b4fb7","Lavde_na_bhojyam_Modi_ji_meme_template_240p.mp4","{""aggressive_editing"":{""BOOL"":false},""language"":{""S"":""auto""}}","{""script"":{""NULL"":true},""video"":{""S"":""user_uploads/20260203/231512_tmp4v2lxnny.mp4""}}","uploaded","2026-02-03T17:45:12Z"
"3dc122fc65534a08857c241f3c1d5598","new.mp4","{""aggressive_editing"":{""BOOL"":false},""language"":{""S"":""auto""}}","{""script"":{""NULL"":true},""video"":{""S"":""user_uploads/20260203/232637_tmpxrkkchoq.mp4""}}","uploaded","2026-02-03T17:56:37Z"
"39535634-9c1b-4851-a895-b9cb1b440656","test-video.mp4","{""aggressive_editing"":{""BOOL"":true},""language"":{""S"":""hi""}}","{""script"":{""NULL"":true},""video"":{""S"":""s3://test-bucket/test-video.mp4""}}","DIRECT_TEST","2026-02-03T17:51:12.299208Z"
"c142a4155c664191a922b386d50464bb","videoplayback.mp4","{""aggressive_editing"":{""BOOL"":false},""language"":{""S"":""auto""}}","{""script"":{""NULL"":true},""video"":{""S"":""user_uploads/20260203/224030_tmphoa57jg7.mp4""}}","uploaded","2026-02-03T17:10:30Z"
"77ea6e7803d642038511a8707de49eb9","Lavde_na_bhojyam_Modi_ji_meme_template_240p.mp4","{""aggressive_editing"":{""BOOL"":false},""language"":{""S"":""auto""}}","{""script"":{""NULL"":true},""video"":{""S"":""user_uploads/20260203/232250_tmp7y49825x.mp4""}}","uploaded","2026-02-03T17:52:50Z"
